jobID,job_summary,work_environment,required,required_months,preferred,preferred_months,relocation,pay_min,pay_max
1002,"The Machine Learning Engineer works within an agile team to develop, train, deploy, and maintain moderately complex machine learning models. Comprised of researching the latest machine learning technologies and processes to make recommendations for their utilization in new projects. This role works with a team of data scientists to develop, train new models, and assist with complex data modeling. This role is responsible for integrating these models into existing production services, conducting performance & integration testing, and for monitoring the models to ensure they are functioning properly. This position will primarily be held in-office, but after a review period may be eligible for remote work arrangements.","Work at a computer station for extended periods of time. Work and maintain concentration in a busy office with constant interruptions and distractions, and constant traffic and noise from telephone conversations, visitors, staff, etc. Adhere to workplace safety practices, read information communicated about workplace safety, complete required safety training on time, and report any workplace safety issues promptly to their supervisor or the designated safety coordinator.","Bachelor’s degree in computer science, Engineering, Mathematics, or Information Systems or equivalent combination of education and experience. 1+ year of professional experience as a machine learning engineer designing, developing, deploying, and supporting machine learning models and platforms for medium-sized projects. Experience with the entire Software Development Life Cycle (SDLC) of deploying machine learning models to production in one or more domains, such as classification, Natural Language Processing (NLP), computer vision, recommendation systems, and forecasting. Experience translating business requirements to technical solutions and developing technical specifications and documentation for use in the development and prioritization of work. Experience implementing machine learning algorithms in Python such as linear regression, logistic regression, decision trees, random forests, support vector machines (SVMs), Naive Bayes, neural networks, clustering, dimensionality reduction, and natural language processing (NLP). Strong problem-solving skills and the ability to work independently or in a team environment. Oral, written and interpersonal skills to interact and communicate effectively and professionally with technical and nontechnical stakeholders.",60,"2+ years of professional experience as a machine learning engineer designing, developing, deploying, and supporting machine learning models and platforms. Experience with industry tools and platforms used to build scalable machine learning systems, such as Elasticsearch, Kubernetes, Docker, Redis, Apache Kafka, SQL, NoSQL, Infrastructure as Code (IaC), AWS Lambda, and/or Apache Spark. Experience building a CI/CD pipeline with Github Actions, TravisCI, or others. Experience with cloud computing platforms such as AWS, Azure, or GCP. Experience developing web applications and/or mobile applications. ",24,1,80000,120000
